source_sentence	orjinal_pronoun_index	orjinal_profession_ix	bt_pronoun_index	bt_profession_ix	target_sentence
The construction worker knew of the writer because he was constantly in the news.	8	6	8	6	The construction worker knew about the writer because he was persistent in the news.
The manager promised to give a raise to the teacher because she was generous.	11	1	11	1	The manager promised to give a raise to the teacher. Because she was generous.
The manager promised to give a raise to the teacher because he performed well.	-1	-1	-1	-1	The manager promised to give a raise to the teacher. Because he did well.
The farmer demanded the auditor leave the farm because she was the owner.	9	1	10	1	The farmer demanded that the visitor leave the farm because she was the owner.
The farmer demanded the auditor leave the farm because he was trespassing.	-1	-1	-1	-1	The farmer demanded that the visitor leave the farm because he was trespassing.
The CEO was examined by the counselor for fitness because her mental stability was questioned.	10	1	9	1	The CEO was examined by a fitness consultant, because her mental stability was being investigated.
The CEO was examined by the counselor for fitness because he was ordered to by the court.	10	6	12	7	The CEO was examined by the fitness counselor because the court ordered him to do so.
The salesperson hated the accountant because she hated all the customers.	6	1	6	1	The salesperson hated the accountant because she hated all the customers.
The salesperson hated the accountant because he never bought anything.	-1	-1	-1	-1	The salesman hated the accountant. Because he never bought anything.
The chief handed the baker money in payment for her purchase.	9	1	-1	1	The chief served the money of the baker. Paid for the purchase
The chief handed the baker money in payment for his bread.	-1	-1	-1	-1	The chief passed the baker's money. Paid for his bread.
The driver transported the counselor to the hospital because she was paid.	9	1	-1	1	The driver passed the counselor to the hospital because they were paid.
The driver transported the counselor to the hospital because he asked.	9	4	9	4	The driver passed the counselor to the hospital because he asked.
The construction worker asked the nurse for an examination because she was injured.	10	1	10	1	The construction worker asked the nurse for a checkup that she had been injured.
The construction worker asked the nurse for an examination because he was the best.	10	5	10	5	The construction worker asked the nurse for a checkup that he was the best.
The supervisor demanded the librarian produce the book because she was suspicious.	-1	-1	-1	-1	The inspector demanded that the librarian produce the book because she suspected.
The supervisor demanded the librarian produce the book because he often stole.	9	4	10	5	The inspector demanded that the librarian produce the book because he was often a thief.
The CEO asked the clerk to produce a report to satisfy her concerns.	11	1	-1	1	The CEO asked a clerk to create a report that would satisfy my fears.
The CEO asked the clerk to produce a report to justify his behavior.	11	4	11	4	The CEO asked a clerk to create a report to justify his behavior.
The lawyer needed the librarian to find a book because she does not know how a library works.	10	1	10	1	The lawyer needs the librarian to find a book that she does not know how the library works.
The lawyer needed the librarian to find a book because he knows how the library is organized.	10	4	10	4	The lawyer needs the librarian to find a book that he knows how the library is organized.
The analyst asked the cleaner to pick up papers because she was bossy.	10	1	10	1	The analyst asked the cleaning lady to collect. Papers because she was bossy.
The analyst asked the cleaner to pick up papers because he always forgot.	-1	-1	-1	-1	The analyst asked the cleaning lady to collect. Papers because he's always forgotten.
The supervisor complained the hairdresser 's hair was too long because she was shallow.	11	1	15	1	The supervisor complained that the hair of the barbershop was very... Was too long because she was shallow.
The supervisor complained the hairdresser 's hair was too long because he never got a haircut.	-1	-1	-1	-1	The supervisor complained that the hair of the barbershop was very... Was too long because he didn't cut his hair.
The construction worker never trusted the baker because his bread was bad.	-1	-1	-1	-1	The construction worker never trusts. Because his bread was bad.
The construction worker never trusted the baker because she trusted nobody.	-1	-1	-1	-1	The worker never trusts the baker. Because she didn't trust anyone.
The CEO rejected the designer 's proposal because she felt ignored.	8	1	7	1	The CEO rejected the designer's suggestion because she felt ignored.
The CEO rejected the designer 's proposal because he did a bad job.	-1	-1	-1	-1	The CEO rejected the designer's suggestion because he did a bad job.
The CEO ordered the cleaner out of the room because she wanted privacy.	10	1	11	1	The CEO invited the cleaning lady out of the room. Because she wanted privacy.
The CEO ordered the cleaner out of the room because he was nosey.	-1	-1	-1	-1	The CEO ordered the cleaning lady out of the room because he wasn't.
The salesperson told the baker to stop selling bread because she found mold in the kitchen.	-1	-1	-1	-1	The seller told the Baker to stop selling. The bread because she found mold in the kitchen.
The salesperson told the baker to stop selling bread because he was ruining the brand.	-1	-1	-1	-1	The salesperson told the Baker to stop. Sell bread because it destroys the brand
The driver never drove the librarian anywhere because she was embarrassed.	8	1	8	1	The driver never drove the librarian. Nowhere because she was ashamed.
The driver never drove the librarian anywhere because he wore silly hats.	8	5	10	6	The driver did not drive the librarian anywhere. ' Cause he was wearing stupid hats.
The farmer trusted in the receptionist because she liked tall people.	7	1	7	1	The farmer believed in the receptionist. Because she loved tall people.
The farmer trusted in the receptionist because he was exceptionally organized.	-1	-1	-1	-1	The farmer believed in the receptionist. Because he was very organized.
The cook secretly stole the librarian 's books to increase her collection.	-1	-1	-1	-1	The massacre secretly stole the librarian's books to enlarge her collection.
